Unnamed: 0,n_pets,labels,thresholds,coords,x_min,x_max,y_min,y_max,pet_ratio
399,1,['dog'],[0.9498713],"[(83.17474, 41.345673, 659.7611, 813.23645)]",83.17474365,659.7611084,41.34567261,813.2364502,0.643333333
400,2,"['cat', 'cat']","[0.9325742, 0.9203105]","[(0.34143102, 119.15328, 528.89075, 635.3623), (502.75903, 120.50819, 947.54974, 544.388)]",502.7590332,528.8907471,120.5081863,544.3880005,0.590650458
401,1,['dog'],[0.9505771],"[(1.7648435, 29.838326, 374.93127, 600.65845)]",1.764843464,374.9312744,29.8383255,600.6584473,0.809571957
402,1,['cat'],[0.9366688],"[(326.73996, 172.54068, 761.931, 864.5349)]",326.7399597,761.9310303,172.5406799,864.5349121,0.244970703
403,2,"['cat', 'cat']","[0.77331334, 0.3930393]","[(234.53062, 128.07039, 788.4176, 554.1783), (14.997059, 26.741014, 1068.7672, 789.4248)]",234.5306244,788.4176025,128.0703888,554.1782837,0.919298125
404,1,['dog'],[0.92972004],"[(218.53488, 112.334854, 1077.6226, 797.36084)]",218.5348816,1077.622559,112.3348541,797.3608398,0.672628029
405,1,['cat'],[0.9109177],"[(61.713806, 112.61313, 1181.0173, 934.91785)]",61.71380615,1181.017334,112.6131287,934.9178467,0.74921875
406,3,"['cat', 'cat', 'cat']","[0.87941486, 0.7512656, 0.6933366]","[(248.83124, 74.59575, 551.39856, 599.1896), (241.40332, 331.98257, 556.55023, 793.21075), (168.19713, 470.77542, 495.03433, 937.1875)]",248.8312378,495.0343323,470.7754211,599.1895752,0.425445602
407,1,['dog'],[0.89925855],"[(12.236098, 23.82129, 894.63763, 954.6066)]",12.23609829,894.6376343,23.82128906,954.6066284,0.933795033
408,1,['dog'],[0.8931934],"[(4.1888447, 19.915268, 377.75903, 347.63242)]",4.188844681,377,19.91526794,347.6324158,0.642185269
409,1,['dog'],[0.87984896],"[(0.0, 195.356, 718.13434, 954.04065)]",0,718.1343384,195.3560028,954.0406494,0.788428819
410,1,['cat'],[0.90657914],"[(210.77838, 161.38158, 538.0489, 724.2195)]",210.7783813,538.0488892,161.3815765,724.2194824,0.267164352
411,1,['cat'],[0.8473681],"[(1.213562, 145.1824, 1280.0, 931.4512)]",1.213562012,1279,145.1824036,931.4511719,0.818110352
412,1,['dog'],[0.93937266],"[(255.59131, 17.534332, 743.8627, 571.29926)]",255.5913086,743.8626709,17.53433228,571.2992554,0.41239856
413,1,['cat'],[0.88916266],"[(1.2103271, 280.5009, 986.89197, 1052.3926)]",1.210327148,986.8919678,280.500885,1052.392578,0.464123535
414,1,['cat'],[0.9370286],"[(94.49621, 152.11674, 524.83093, 860.78265)]",94.49620819,524.8309326,152.116745,860.7826538,0.469119822
415,2,"['dog', 'dog']","[0.8909793, 0.29547116]","[(185.19646, 13.322571, 709.7024, 957.33124), (315.14023, 596.8345, 708.4626, 955.8446)]",315.1402283,708.4625854,596.8344727,955.8446045,0.715648148
416,1,['cat'],[0.9374128],"[(67.66583, 0.0, 1165.3743, 950.09375)]",67.66583252,1165.374268,0,950.09375,0.848876953
417,1,['dog'],[0.9358296],"[(132.0725, 195.06493, 549.2237, 767.00903)]",132.0724945,549.2236938,195.0649261,767.0090332,0.345566759
418,1,['cat'],[0.7475087],"[(186.26678, 11.413634, 774.6536, 802.2183)]",186.2667847,774.6536255,11.4136343,802.2183228,0.710651646
419,1,['dog'],[0.94458437],"[(1.0567698, 59.49265, 599.5719, 953.1123)]",1.056769848,599.5718994,59.49264908,953.1123047,0.921435035
420,4,"['dog', 'dog', 'dog', 'cat']","[0.9283221, 0.9276438, 0.8420378, 0.70112205]","[(609.80725, 127.12825, 989.85254, 443.7072), (297.86047, 39.998077, 671.02905, 328.03125), (116.04636, 2.3485107, 563.0769, 715.7871), (116.434555, 3.1044312, 565.69653, 714.7119)]",609.807251,563.0769043,127.1282501,328.03125,0.497379557
421,1,['cat'],[0.9205706],"[(153.48833, 136.54634, 486.00775, 592.4246)]",153.488327,486.0077515,136.5463409,592.4246216,0.31635
422,1,['cat'],[0.93077886],"[(123.71127, 104.69032, 665.5587, 954.4041)]",123.7112732,665.5587158,104.6903229,954.4041138,0.666521991
423,1,['cat'],[0.8079963],"[(232.35696, 19.087006, 1006.9857, 950.8439)]",232.3569641,1006.985718,19.08700562,950.8438721,0.586420898
424,1,['cat'],[0.82953864],"[(4.29126, 1.0563965, 1182.5168, 987.5652)]",4.291259766,1182.516846,1.056396484,987.5651855,0.848856993
425,1,['dog'],[0.9328613],"[(0.0, 88.42053, 720.0, 953.7292)]",0,719,88.42053223,953.729187,0.901041667
426,1,['cat'],[0.9245593],"[(0.0, 160.30345, 406.09628, 642.0736)]",0,406.096283,160.3034515,642.0736084,0.424678819
427,1,['dog'],[0.91747296],"[(18.930672, 23.817947, 613.879, 896.1363)]",18.93067169,613.8790283,23.81794739,896.1362915,0.864342053
428,1,['dog'],[0.9155873],"[(12.100227, 260.26584, 491.79767, 916.76245)]",12.10022736,491.7976685,260.2658386,916.7624512,0.606141975
429,1,['cat'],[0.8334507],"[(132.79575, 55.852524, 625.44324, 958.1433)]",132.7957458,625.4432373,55.8525238,958.1433105,0.64406684
430,1,['cat'],[0.90080214],"[(4.4001617, 17.254623, 720.0, 956.40985)]",4.400161743,719,17.25462341,956.4098511,0.972690972
431,3,"['cat', 'cat', 'cat']","[0.89059275, 0.68207985, 0.32650322]","[(22.137634, 501.8463, 1254.8813, 1119.9443), (665.40283, 964.28253, 1277.2938, 1168.6885), (1003.8609, 812.6146, 1279.383, 1118.0885)]",1003.860901,1254.881348,964.2825317,1118.088501,0.53218044
432,1,['dog'],[0.9327274],"[(2.1168594, 31.992828, 715.8274, 819.07764)]",2.116859436,715.8273926,31.99282837,819.0776367,0.812853009
433,4,"['cat', 'cat', 'cat', 'cat']","[0.9247817, 0.89298654, 0.88579136, 0.8018243]","[(188.298, 643.0965, 641.71387, 1119.3801), (188.76653, 208.22926, 528.00214, 635.6229), (694.9492, 195.57547, 1070.5748, 634.2792), (744.6918, 655.3417, 1099.3473, 1117.7052)]",744.6917725,528.0021362,655.3416748,634.2791748,0.421070557
434,2,"['cat', 'cat']","[0.8818023, 0.7551837]","[(233.46378, 11.03445, 517.4958, 357.68604), (17.453566, 303.84872, 718.2251, 572.54767)]",233.4637756,517.4957886,303.8487244,357.6860352,0.626516117
435,1,['cat'],[0.9025644],"[(111.44202, 175.86067, 719.7483, 812.20807)]",111.4420166,719,175.860672,812.2080688,0.560324074
436,1,['dog'],[0.9289464],"[(57.052692, 22.164583, 509.44183, 530.11664)]",57.05269241,509.4418335,22.16458321,530.1166382,0.659626544
437,1,['cat'],[0.92417526],"[(19.914612, 0.0, 1268.3718, 1078.0951)]",19.91461182,1268.371826,0,1078.095093,0.964154159
438,1,['cat'],[0.9333947],"[(85.96456, 77.733765, 674.7032, 930.7442)]",85.96456146,674.703186,77.73376465,930.7442017,0.726876447
439,1,['dog'],[0.926812],"[(26.613129, 60.240005, 865.3821, 741.6295)]",26.61312866,865.3820801,60.24000549,741.6295166,0.685674683
440,3,"['dog', 'dog', 'dog']","[0.9289891, 0.9190934, 0.90468085]","[(9.329204, 6.27842, 898.93494, 365.9559), (35.777596, 455.38776, 339.81195, 897.60614), (561.7663, 460.37155, 833.73315, 889.82745)]",561.7662964,339.8119507,460.3715515,365.9559021,0.699289559
441,1,['cat'],[0.9305216],"[(376.48157, 367.53156, 1139.9165, 811.73615)]",376.4815674,1139.916504,367.5315552,811.736145,0.275693359
442,1,['cat'],[0.9303034],"[(9.749797, 62.8321, 275.5638, 505.67725)]",9.749796867,275.5638123,62.83209991,505.6772461,0.627318413
443,4,"['dog', 'dog', 'dog', 'dog']","[0.8883769, 0.8832744, 0.44349006, 0.3446864]","[(113.39349, 181.53447, 475.79407, 454.09692), (412.09653, 230.11377, 690.0789, 657.9318), (132.92331, 97.71558, 297.4589, 219.62834), (126.61022, 93.91986, 230.53168, 166.77748)]",412.0965271,230.5316772,230.1137695,166.7774811,0.315552662
444,1,['cat'],[0.938382],"[(0.9671159, 174.26196, 504.3435, 759.49066)]",0.967115879,504.3435059,174.2619629,759.4906616,0.576820367
445,2,"['dog', 'dog']","[0.92951936, 0.29558587]","[(138.78305, 318.2917, 581.7761, 852.5743), (136.41336, 688.6598, 688.5544, 953.53735)]",138.7830505,581.776123,688.65979,852.5742798,0.448770255
446,1,['cat'],[0.9055643],"[(0.0, 198.45442, 535.2601, 915.77673)]",0,535.2600708,198.454422,915.7767334,0.741332328
447,1,['dog'],[0.9276085],"[(2.5095773, 63.911385, 396.5952, 527.9966)]",2.509577274,396.5952148,63.91138458,527.996582,0.837679446
448,1,['dog'],[0.94842005],"[(145.58554, 110.98818, 432.15018, 436.57437)]",145.5855408,432.150177,110.9881821,436.5743713,0.302179418
449,5,"['cat', 'cat', 'cat', 'cat', 'cat']","[0.84010065, 0.8247667, 0.8126743, 0.7278164, 0.66563284]","[(21.8913, 346.02466, 390.5638, 542.33386), (16.043026, 476.03833, 327.8866, 745.29315), (383.04733, 409.5969, 709.17804, 652.0004), (177.3941, 255.43066, 448.55145, 453.71634), (403.45633, 262.46667, 704.2673, 468.38553)]",403.4563293,327.8865967,476.0383301,453.7163391,0.405122975
450,1,['dog'],[0.9183427],"[(301.82147, 152.06128, 849.01495, 852.84705)]",301.8214722,849.0149536,152.0612793,852,0.351333529
451,2,"['cat', 'dog']","[0.73054063, 0.5352801]","[(116.46526, 73.32005, 484.54074, 870.4716), (112.73316, 74.20493, 481.32758, 864.23065)]",116.4652634,481.3275757,74.20493317,864.2306519,0.47523597
452,1,['cat'],[0.90093106],"[(216.99094, 50.124126, 971.8932, 823.9748)]",216.9909363,971,50.12412643,823.9747925,0.717355979
453,1,['dog'],[0.9435912],"[(253.44324, 140.48886, 521.0662, 764.1284)]",253.4432373,521.0662231,140.4888611,764.128418,0.241944444
454,1,['dog'],[0.93186426],"[(1.9140701, 201.91745, 499.2552, 645.0118)]",1.914070129,499.255188,201.91745,645.0117798,0.426527778
455,5,"['cat', 'cat', 'cat', 'cat', 'cat']","[0.9053099, 0.9001443, 0.8918947, 0.86710614, 0.689446]","[(20.047428, 20.080742, 390.30948, 469.94394), (524.03467, 20.860634, 937.3358, 467.45746), (565.77344, 516.8097, 937.24335, 937.3707), (21.736153, 506.76755, 335.70016, 938.8091), (297.0154, 266.9407, 626.30804, 691.72845)]",565.7734375,335.7001648,516.8096924,467.4574585,0.787478299
456,2,"['cat', 'cat']","[0.93355525, 0.9124936]","[(664.75244, 298.73517, 951.3314, 878.7387), (340.99725, 184.41553, 606.18146, 681.4991)]",664.7524414,606.1814575,298.7351685,681.4990845,0.243051758
457,1,['cat'],[0.8944445],"[(160.41035, 382.94626, 537.33307, 887.41846)]",160.4103546,537.3330688,382.9462585,887.418457,0.344301577
458,1,['dog'],[0.9503721],"[(0.0, 72.253235, 956.8437, 900.05383)]",0,956.843689,72.25323486,900.053833,0.85890625
459,1,['cat'],[0.9262965],"[(218.08804, 165.19852, 1046.1373, 672.9508)]",218.0880432,1046.137329,165.1985168,672.9508057,0.341630859
460,1,['cat'],[0.8847832],"[(0.0, 0.0, 1280.0, 967.2434)]",0,1279,0,967.2434082,0.991794872
461,1,['dog'],[0.9310774],"[(10.951701, 167.4205, 447.1261, 735.0)]",10.95170116,447.1260986,167.4205017,734,0.718529454
462,0,[],[],[],0,719,0,959,0
463,1,['cat'],[0.87233156],"[(26.91104, 5.89563, 534.9457, 959.69116)]",26.91103935,534.9456787,5.895629883,959,0.927987132
464,1,['cat'],[0.9011636],"[(34.214424, 53.34558, 635.3487, 955.35266)]",34.21442413,635.3486938,53.34558105,955.3526611,0.784291088
465,1,['cat'],[0.9271945],"[(303.74472, 50.115326, 1000.97876, 707.61194)]",303.7447205,1000.97876,50.11532593,707.6119385,0.419410353
466,1,['cat'],[0.9433885],"[(36.43078, 262.48068, 672.74084, 852.2302)]",36.4307785,672.7408447,262.4806824,852.2302246,0.542881944
467,1,['cat'],[0.9001033],"[(6.729309, 0.0, 1277.6143, 953.5148)]",6.729309082,1277.614258,0,953.5147705,0.985728353
468,1,['dog'],[0.8148532],"[(135.19258, 75.964554, 914.4573, 946.5)]",135.1925812,914.4572754,75.96455383,946.5,0.736229384
469,1,['dog'],[0.8324804],"[(103.36146, 140.30292, 653.8217, 954.4506)]",103.3614578,653.8217163,140.3029175,954.4506226,0.64771412
470,1,['dog'],[0.91478693],"[(97.35547, 196.29688, 372.3048, 465.71)]",97.35546875,372.3048096,196.296875,465.7099915,0.253686557
471,2,"['cat', 'cat']","[0.87081516, 0.3924318]","[(221.42693, 271.39178, 628.5289, 641.5772), (148.87112, 147.14348, 680.9658, 782.40515)]",221.4269257,628.5288696,271.3917847,641.5772095,0.488744213
472,7,"['dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']","[0.885011, 0.8217935, 0.70031613, 0.6679768, 0.45221063, 0.40521854, 0.25021386]","[(641.6841, 132.87976, 1009.2179, 517.58765), (204.2041, 160.85878, 747.33514, 650.0985), (555.9532, 241.14056, 758.98785, 414.48663), (211.20465, 0.6257324, 961.8304, 261.87796), (204.3518, 2.0913315, 555.56226, 224.14743), (945.8027, 168.6604, 1161.0063, 367.2187), (887.0756, 0.20927048, 1279.1342, 122.24431)]",945.8026733,555.5622559,241.140564,122.2443085,0.597979601
473,4,"['cat', 'cat', 'cat', 'cat']","[0.90747243, 0.8944077, 0.86002564, 0.84270746]","[(763.5995, 411.4588, 1151.7865, 774.4394), (472.4073, 171.41626, 704.8984, 393.0558), (301.6809, 465.11, 749.88086, 955.2942), (580.6319, 313.08734, 799.538, 777.16486)]",763.5994873,704.8983765,465.1099854,393.0557861,0.35625651
474,1,['dog'],[0.9242278],"[(254.30911, 37.677475, 923.9387, 954.15894)]",254.3091125,923.9387207,37.67747498,954.1589355,0.690101917
475,1,['cat'],[0.7923644],"[(135.74757, 51.65767, 548.7985, 922.76294)]",135.7475739,548.7985229,51.65766907,922.7629395,0.519710761
476,3,"['dog', 'dog', 'cat']","[0.94406366, 0.9059571, 0.48013234]","[(126.08633, 79.95333, 479.8831, 675.4283), (622.20325, 139.4109, 910.77216, 318.38687), (623.8093, 137.88586, 910.91943, 315.69028)]",623.8093262,479.8830872,139.4109039,315.6902771,0.355686893
477,1,['dog'],[0.94278675],"[(0.0, 219.58646, 573.1248, 843.3812)]",0,573.1248169,219.5864563,843.3812256,0.517291667
478,2,"['cat', 'cat']","[0.9251958, 0.6524492]","[(161.90001, 195.35977, 600.98566, 695.0579), (366.7886, 657.3695, 711.4878, 902.629)]",366.7886047,600.9856567,657.3695068,695.0579224,0.431784
479,1,['dog'],[0.9329705],"[(106.8409, 223.17908, 607.27203, 763.4792)]",106.8408966,607.2720337,223.1790771,763.479187,0.39140625
480,1,['cat'],[0.93264693],"[(81.098785, 0.0, 1084.4412, 685.9403)]",81.0987854,1084.441162,0,685.9403076,0.745502387
481,1,['dog'],[0.9264793],"[(2.9536972, 123.60846, 543.6006, 886.8228)]",2.953697205,543.6005859,123.6084595,886.8228149,0.597197627
482,1,['cat'],[0.93529046],"[(307.119, 123.81348, 1184.073, 943.34265)]",307.118988,1184.072998,123.8134766,943.3426514,0.509825885
483,1,['dog'],[0.92970645],"[(185.62788, 296.12125, 407.05585, 856.2686)]",185.6278839,407.0558472,296.1212463,856.2686157,0.231663685
484,1,['dog'],[0.91752803],"[(106.042625, 121.56711, 674.584, 958.75415)]",106.0426254,674.5839844,121.5671082,958.7541504,0.6878125
485,1,['dog'],[0.94815034],"[(193.01807, 318.81885, 497.26895, 674.2799)]",193.0180664,497.2689514,318.8188477,674.2799072,0.156574074
486,1,['cat'],[0.90490675],"[(18.43249, 50.61923, 399.4839, 959.0)]",18.4324894,399.4838867,50.61922836,958,0.650694699
487,1,['cat'],[0.82432085],"[(267.57617, 0.0, 773.2024, 793.424)]",267.5761719,773.2023926,0,793.4240112,0.435392795
488,1,['cat'],[0.84765476],"[(29.534409, 0.0, 591.6729, 670.2473)]",29.53440857,591.6729126,0,670.2473145,0.544762731
489,1,['dog'],[0.92732644],"[(183.68234, 36.795364, 761.92053, 931.4152)]",183.6823425,761.9205322,36.79536438,931.4152222,0.561317274
490,2,"['dog', 'dog']","[0.9425128, 0.9331784]","[(825.9986, 198.33023, 1199.6505, 609.7766), (151.95143, 293.65918, 487.18927, 566.67163)]",825.9985962,487.18927,293.6591797,566.6716309,0.199741211
491,1,['cat'],[0.85758334],"[(2.5121956, 23.254864, 526.83136, 714.4681)]",2.512195587,526.8313599,23.25486374,714.4680786,0.931286008
492,1,['cat'],[0.89358836],"[(267.52258, 106.52705, 586.20483, 548.3836)]",267.522583,586.204834,106.5270462,548.383606,0.259848585
493,1,['dog'],[0.89230734],"[(500.10754, 488.3917, 1045.3833, 1277.2458)]",500.1075439,1045.383301,488.3916931,1277.24585,0.262454224
494,1,['cat'],[0.8634346],"[(0.0, 133.53535, 639.37775, 714.791)]",0,639.3777466,133.5353546,714.7910156,0.537122396
495,1,['cat'],[0.9137867],"[(0.0, 76.59842, 770.76587, 956.133)]",0,770.7658691,76.59841919,956.1329956,0.860772358
496,1,['dog'],[0.93876094],"[(45.36891, 210.92743, 438.17627, 960.0)]",45.36891174,438.1762695,210.9274292,959,0.568576389
497,1,['dog'],[0.9194945],"[(149.3367, 145.94156, 452.6071, 707.1015)]",149.3367004,452.6070862,145.9415588,707.1015015,0.246362847
498,2,"['cat', 'dog']","[0.81755203, 0.38983575]","[(88.85631, 5.028488, 580.25775, 926.2134), (91.808815, 6.524002, 580.4609, 924.6198)]",91.808815,580.2577515,6.524002075,924.619812,0.656484701
499,1,['dog'],[0.90773654],"[(2.2961426, 69.76174, 584.88855, 715.0302)]",2.296142578,584.8885498,69.76174164,715.0302124,0.543940972
500,2,"['cat', 'cat']","[0.90478164, 0.9007394]","[(24.758453, 55.31836, 747.7167, 601.9073), (584.1195, 140.78271, 1210.4692, 870.7705)]",584.1195068,747.7166748,140.7827148,601.9072876,0.670403142
501,1,['dog'],[0.9503523],"[(0.7911072, 131.72987, 782.89197, 936.05035)]",0.791107178,782.8919678,131.7298737,936.050354,0.683062066
502,1,['dog'],[0.9372226],"[(162.03273, 341.61975, 464.13165, 826.0133)]",162.0327301,464.1316528,341.619751,826.0133057,0.211906829
503,2,"['dog', 'dog']","[0.9215042, 0.9087338]","[(300.7939, 162.44148, 608.6948, 822.0508), (97.61143, 198.03691, 364.35004, 745.02783)]",300.7939148,364.3500366,198.036911,745.027832,0.454746817
504,2,"['dog', 'dog']","[0.60262364, 0.32638103]","[(67.179, 197.69142, 439.14893, 677.23425), (7.718994, 12.726196, 537.18384, 947.9229)]",67.17900085,439.1489258,197.6914215,677.2342529,0.955922068
505,1,['cat'],[0.8888307],"[(0.0, 0.0, 363.2802, 683.3441)]",0,363.2802124,0,683.3441162,0.850236626
506,1,['cat'],[0.8836969],"[(304.40033, 33.787018, 911.9235, 473.2074)]",304.4003296,911.9235229,33.78701782,473.2073975,0.326025391
507,2,"['dog', 'cat']","[0.88631386, 0.6118799]","[(254.18869, 96.03375, 875.3556, 886.0572), (253.2391, 99.88968, 876.4319, 894.10596)]",254.1886902,875.3555908,99.88967896,886.0571899,0.404580078
508,1,['dog'],[0.8443468],"[(11.962066, 66.54854, 695.85004, 863.7488)]",11.9620657,695.8500366,66.54853821,863.7487793,0.715192065
509,2,"['cat', 'cat']","[0.8842905, 0.25042346]","[(264.6382, 169.82333, 902.00745, 822.94775), (72.71466, 53.94037, 1223.2705, 902.77673)]",264.6382141,902.0074463,169.8233337,822.9477539,0.795246582
510,1,['dog'],[0.92374974],"[(87.93357, 80.284996, 451.70737, 718.27405)]",87.93357086,451.7073669,80.28499603,718.2740479,0.335983796
511,1,['cat'],[0.87461793],"[(3.5296059, 224.34259, 449.14236, 600.56946)]",3.529605865,449,224.3425903,600.569458,0.465822222
512,1,['cat'],[0.853859],"[(0.0, 174.93535, 695.84064, 689.0656)]",0,695.8406372,174.9353485,689.0656128,0.515859518
513,1,['dog'],[0.92396164],"[(178.41293, 125.65623, 850.99677, 661.38684)]",178.4129333,850.9967651,125.6562271,661.3868408,0.411742112
514,1,['cat'],[0.92262435],"[(198.33153, 164.1011, 582.7974, 703.1807)]",198.3315277,582.7974243,164.1011047,703.1807251,0.299444444
515,2,"['dog', 'dog']","[0.7760484, 0.46680242]","[(9.716537, 243.68065, 719.315, 727.70197), (364.0262, 236.32143, 720.0, 387.66092)]",364.0262146,719,243.6806488,387.6609192,0.500978009
516,1,['cat'],[0.87014484],"[(161.7079, 4.457199, 597.12616, 546.49207)]",161.707901,597.1261597,4.457199097,546.4920654,0.341886574
517,1,['cat'],[0.89466935],"[(2.9077454, 0.0, 600.3131, 417.9635)]",2.907745361,600.3131104,0,417.963501,0.918948998
518,1,['dog'],[0.93405074],"[(264.41183, 70.7287, 765.9966, 812.7381)]",264.4118347,765.996582,70.72869873,812.7380981,0.302524414
519,1,['cat'],[0.7847311],"[(18.658905, 179.58691, 516.5129, 654.9857)]",18.65890503,516.5128784,179.5869141,654.9857178,0.45630787
520,1,['cat'],[0.8622421],"[(1.9267731, 274.21936, 668.2041, 686.033)]",1.926773071,668.2041016,274.2193604,686.03302,0.397575231
521,4,"['cat', 'cat', 'cat', 'dog']","[0.8850171, 0.80348754, 0.71766436, 0.35991898]","[(3.8289185, 317.33264, 1278.7434, 1261.0571), (1087.7079, 8.301239, 1279.5548, 242.01277), (2.7056274, 0.9329834, 1080.1614, 598.6218), (1078.6057, 9.395828, 1279.5266, 241.28517)]",1087.707886,1080.161377,317.3326416,241.2851715,0.971776733
522,1,['cat'],[0.8695189],"[(57.000095, 82.43541, 519.3234, 735.8238)]",57.00009537,519.3234253,82.43540955,735.8237915,0.551111225
523,1,['cat'],[0.8488789],"[(12.386047, 54.489624, 1201.3535, 953.23425)]",12.38604736,1201.353516,54.48962402,953.2342529,0.869881999
524,1,['dog'],[0.93763703],"[(113.83907, 137.09943, 524.64624, 889.0819)]",113.8390732,524.6462402,137.0994263,889.0819092,0.520525659
525,2,"['cat', 'cat']","[0.74687093, 0.2507506]","[(0.0, 102.39409, 687.7294, 705.9417), (1.1203194, 620.48096, 219.25502, 960.0)]",1.120319366,219.2550201,620.480957,705.9417114,0.679761285
526,1,['dog'],[0.83198214],"[(79.36635, 104.371124, 534.6668, 805.62506)]",79.36634827,534.6668091,104.3711243,805.625061,0.612997771
527,1,['dog'],[0.94052136],"[(0.79425263, 102.519966, 533.3131, 726.6988)]",0.794252634,533.3131104,102.5199661,726.6987915,0.830649351
528,1,['cat'],[0.7689407],"[(160.28546, 249.67462, 1027.7544, 849.6359)]",160.2854614,1027.754395,249.6746216,849.6359253,0.475885539
529,1,['cat'],[0.9197133],"[(48.7164, 110.38783, 581.6884, 884.51605)]",48.71640015,581.6884155,110.3878326,884.5160522,0.669363318
530,1,['cat'],[0.86316097],"[(145.01964, 33.885406, 869.2206, 960.0)]",145.0196381,869,33.88540649,959,0.803577586
531,1,['cat'],[0.9313033],"[(65.84355, 99.47827, 1049.9504, 803.5316)]",65.84355164,1049.950439,99.47827148,803.5316162,0.792858124
532,1,['dog'],[0.9409213],"[(113.756424, 318.5671, 560.56396, 867.5541)]",113.756424,560.5639648,318.5671082,867.5540771,0.355039063
533,2,"['cat', 'cat']","[0.91426164, 0.38283405]","[(354.22195, 1.3335037, 966.5671, 595.6478), (119.46159, 149.84108, 1026.2935, 766.3375)]",354.2219543,966.5670776,149.8410797,595.6478271,0.801522436
534,1,['cat'],[0.8993057],"[(120.951294, 0.86987305, 1250.0106, 714.8601)]",120.9512939,1250.01062,0.869873047,714.8601074,0.875455729
535,2,"['cat', 'dog']","[0.8396606, 0.39244306]","[(459.89392, 139.73346, 680.9275, 474.71616), (464.0177, 141.20103, 685.81683, 474.22583)]",464.0177002,680.9274902,141.2010345,474.2258301,0.126252518
536,1,['dog'],[0.7879961],"[(31.473278, 104.020546, 527.3339, 941.85455)]",31.47327805,527.3339233,104.020546,941.8545532,0.773198641
537,1,['dog'],[0.9143493],"[(39.391113, 120.05292, 539.98615, 892.2988)]",39.39111328,539,120.0529175,892.2988281,0.744598765
538,1,['dog'],[0.9454312],"[(138.55504, 160.0004, 695.7716, 849.95746)]",138.5550385,695.7716064,160.0003967,849.9574585,0.555227141
539,1,['cat'],[0.9333325],"[(272.48486, 201.71727, 1188.9822, 636.3279)]",272.4848633,1188.982178,201.7172699,636.3278809,0.324267578
540,1,['cat'],[0.8827463],"[(86.16568, 61.596634, 670.93585, 819.48376)]",86.16567993,670.9358521,61.59663391,819.4837646,0.640439815
541,3,"['dog', 'dog', 'dog']","[0.92633694, 0.9020685, 0.2925949]","[(258.09152, 508.63824, 477.0844, 701.0936), (209.44777, 395.29596, 315.25064, 588.9904), (457.03, 339.91525, 499.6109, 407.3183)]",457.0299988,315.2506409,508.6382446,407.3182983,0.088282697
542,2,"['dog', 'dog']","[0.91669554, 0.7676021]","[(339.98337, 332.2275, 600.5856, 800.5622), (163.781, 830.8105, 449.21255, 959.3485)]",339.9833679,449.2125549,830.8104858,800.5621948,0.230095486
543,1,['dog'],[0.9456345],"[(218.31125, 0.0, 1093.7561, 717.8663)]",218.3112488,1093.756104,0,717.866272,0.680745443
544,3,"['dog', 'dog', 'dog']","[0.9378944, 0.9337303, 0.91738385]","[(115.06101, 633.03503, 513.43225, 960.0), (218.55162, 0.7423439, 720.5377, 337.65765), (257.68375, 345.39542, 588.09827, 628.0056)]",257.6837463,513.432251,633.0350342,337.6576538,0.51363577
545,1,['dog'],[0.9453733],"[(133.50664, 104.19823, 550.1341, 878.9883)]",133.5066376,550.1340942,104.1982269,878.9882813,0.466953125
546,2,"['dog', 'dog']","[0.9247626, 0.2833592]","[(194.96146, 186.07516, 552.7325, 801.8885), (250.28769, 298.6626, 488.28204, 693.82935)]",250.2876892,488.2820435,298.6625977,693.8293457,0.318532986
547,1,['dog'],[0.78089285],"[(166.82092, 137.36778, 917.94476, 579.733)]",166.8209229,917.9447632,137.3677826,579.7329712,0.42452169
548,1,['dog'],[0.729558],"[(185.64267, 61.272102, 585.9152, 813.9147)]",185.6426697,585.9152222,61.27210236,813.9146729,0.405347132
549,1,['dog'],[0.91973597],"[(195.1102, 4.330078, 705.1295, 923.27655)]",195.110199,705.1295166,4.330078125,923.2765503,0.663340693
550,2,"['cat', 'cat']","[0.79832566, 0.5605459]","[(183.00977, 211.98126, 505.76364, 658.89764), (696.97546, 197.17244, 1059.1108, 614.96674)]",696.9754639,505.7636414,211.9812622,614.9667358,0.197508479
551,1,['cat'],[0.9008962],"[(2.8211346, 2.300597, 922.2824, 891.45)]",2.821134567,922.2824097,2.300596952,891.4500122,0.851776444
552,1,['dog'],[0.78430444],"[(17.538235, 1.8899581, 254.34088, 263.71048)]",17.53823471,254.3408813,1.889958143,263.7104797,0.846232471
553,4,"['cat', 'cat', 'cat', 'cat']","[0.84192383, 0.79956776, 0.7228088, 0.3429646]","[(521.61, 266.21985, 781.6819, 344.29932), (747.74615, 354.0388, 944.3117, 502.33875), (401.52618, 431.1245, 745.9212, 601.85535), (326.4548, 530.1437, 579.77655, 747.8827)]",747.7461548,579.7765503,530.1436768,344.2993164,0.122215983
554,2,"['dog', 'dog']","[0.94116604, 0.33943933]","[(43.347656, 96.403656, 728.5721, 895.14294), (0.0, 143.89641, 124.96179, 504.88596)]",43.34765625,124.961792,143.8964081,504.8859558,0.7459155
555,1,['cat'],[0.9347714],"[(0.058532715, 52.488678, 1277.6555, 951.20776)]",0.058532715,1277.655518,52.48867798,951.2077637,0.934263509
556,1,['dog'],[0.93571144],"[(131.58481, 285.75253, 448.77716, 763.99567)]",131.5848083,448.7771606,285.752533,763.9956665,0.328832465
